city,distance_km,vehicle_type,mileage_kmpl,fuel_price_per_l,food_type,food_budget_tier,meals_per_day,activity_count,activity_type,needs_accommodation,hotel_cost_per_night,people_count,transport_type,total_daily_expense
Delhi,19.1,bike,34.2,102.0,non_veg,mid_range,3,3,sightseeing,0,0.0,3,public_transport,4281.96
Chennai,76.6,bike,45.1,102.0,fast_food,fine_dining,4,5,shopping,0,0.0,4,personal_vehicle,14717.36
Mumbai,97.0,ev,0.13,8.5,non_veg,budget,4,2,sightseeing,1,1625.42,2,personal_vehicle,3376.09
Delhi,46.1,bike,36.0,102.0,fast_food,budget,2,1,cafe_hopping,0,0.0,1,personal_vehicle,695.56
Goa,132.3,ev,0.18,8.5,local_cuisine,budget,4,5,shopping,0,0.0,2,rental_vehicle,2939.3
Bengaluru,138.7,ev,0.11,8.5,cafe,budget,3,4,cafe_hopping,0,0.0,1,personal_vehicle,1233.92
Kochi,98.7,bike,49.7,102.0,non_veg,budget,3,3,sightseeing,1,4167.73,1,taxi,5480.69
Jaipur,91.7,car,12.8,102.0,cafe,mid_range,4,2,entertainment,0,0.0,3,personal_vehicle,5532.66
Bengaluru,60.9,bike,30.1,102.0,non_veg,mid_range,3,2,museum,1,1908.36,1,personal_vehicle,3782.55
Delhi,180.6,car,18.5,102.0,fast_food,fine_dining,2,5,shopping,1,1797.63,3,personal_vehicle,9776.4
Delhi,184.0,ev,0.18,8.5,cafe,budget,4,1,shopping,0,0.0,1,rental_vehicle,1306.38
Bengaluru,61.6,car,14.0,102.0,cafe,budget,3,3,adventure,0,0.0,2,public_transport,2316.98
Chennai,135.0,car,17.8,102.0,non_veg,budget,3,5,shopping,0,0.0,2,taxi,3449.68
Mumbai,78.6,scooter,49.6,102.0,fast_food,fine_dining,3,5,adventure,1,3003.03,3,personal_vehicle,11160.61
Bengaluru,89.3,bike,42.5,102.0,local_cuisine,budget,3,3,adventure,0,0.0,2,taxi,2515.75
Kochi,106.1,bike,49.2,102.0,fast_food,fine_dining,3,5,entertainment,1,1332.34,1,taxi,4567.34
Mumbai,108.4,scooter,51.3,102.0,local_cuisine,mid_range,3,3,sightseeing,0,0.0,3,rental_vehicle,5101.06
Goa,50.0,bike,38.8,102.0,cafe,mid_range,3,5,beach,1,2457.92,1,rental_vehicle,4511.88
Goa,102.3,scooter,44.4,102.0,non_veg,mid_range,3,3,sightseeing,0,0.0,1,public_transport,1866.99
Kochi,56.7,scooter,52.5,102.0,non_veg,mid_range,3,3,cafe_hopping,0,0.0,1,personal_vehicle,1522.61
Jaipur,67.5,bike,33.3,102.0,non_veg,fine_dining,4,2,shopping,0,0.0,1,rental_vehicle,3899.91
Goa,172.5,car,14.9,102.0,veg,mid_range,3,1,beach,1,4368.61,1,taxi,7327.05
Hyderabad,88.4,ev,0.11,8.5,non_veg,budget,3,3,adventure,1,3333.48,1,public_transport,4601.03
Goa,63.4,ev,0.12,8.5,veg,budget,3,3,shopping,0,0.0,4,public_transport,3740.15
Mumbai,133.5,ev,0.16,8.5,veg,budget,3,2,sightseeing,1,1295.89,1,public_transport,2372.88
Bengaluru,36.5,car,19.7,102.0,local_cuisine,budget,3,3,shopping,1,3854.48,2,taxi,6387.41
Jaipur,64.9,car,13.8,102.0,fast_food,budget,3,1,cafe_hopping,1,862.79,4,public_transport,4109.77
Mumbai,37.2,scooter,50.5,102.0,fast_food,fine_dining,3,5,shopping,0,0.0,2,personal_vehicle,5921.19
Delhi,140.0,scooter,51.5,102.0,non_veg,mid_range,2,1,sightseeing,0,0.0,3,taxi,3332.21
Goa,39.9,car,18.4,102.0,cafe,mid_range,3,1,cafe_hopping,0,0.0,2,taxi,2611.56
Kochi,174.6,ev,0.15,8.5,local_cuisine,mid_range,3,5,museum,0,0.0,4,taxi,7299.99
Goa,155.3,ev,0.19,8.5,veg,budget,2,2,museum,1,4140.61,2,personal_vehicle,5430.77
Chennai,155.0,scooter,41.9,102.0,local_cuisine,mid_range,2,3,shopping,1,3607.81,1,personal_vehicle,5272.52
Chennai,164.8,bike,39.5,102.0,fast_food,fine_dining,3,4,adventure,1,2624.04,1,public_transport,5706.58
Goa,86.7,bike,48.7,102.0,veg,fine_dining,4,5,shopping,0,0.0,1,rental_vehicle,3906.28
Goa,190.4,car,19.8,102.0,cafe,mid_range,3,3,shopping,0,0.0,1,public_transport,2531.16
Delhi,62.8,ev,0.12,8.5,fast_food,mid_range,3,4,museum,0,0.0,1,rental_vehicle,1849.8
Hyderabad,74.4,bike,48.9,102.0,cafe,mid_range,2,2,sightseeing,0,0.0,3,rental_vehicle,3307.69
Mumbai,182.1,scooter,44.0,102.0,local_cuisine,budget,2,5,cafe_hopping,1,2192.16,4,rental_vehicle,7211.53
Kochi,61.3,scooter,47.4,102.0,fast_food,fine_dining,3,2,adventure,0,0.0,1,public_transport,2768.4
Chennai,159.5,ev,0.17,8.5,fast_food,budget,3,5,museum,1,2796.75,1,rental_vehicle,4359.97
Delhi,29.4,ev,0.17,8.5,fast_food,mid_range,3,2,entertainment,1,1236.62,2,rental_vehicle,3695.58
Mumbai,198.8,car,17.8,102.0,local_cuisine,budget,3,4,entertainment,0,0.0,2,public_transport,3613.54
Hyderabad,35.9,scooter,47.4,102.0,local_cuisine,budget,3,5,museum,0,0.0,1,personal_vehicle,1293.16
Jaipur,37.0,bike,39.2,102.0,veg,budget,3,2,adventure,0,0.0,2,taxi,1961.47
Delhi,47.6,scooter,50.8,102.0,cafe,budget,2,4,adventure,0,0.0,3,rental_vehicle,2900.09
Mumbai,37.7,bike,32.0,102.0,non_veg,fine_dining,2,1,shopping,1,1574.43,1,taxi,3678.32
Hyderabad,86.5,scooter,47.8,102.0,non_veg,budget,4,4,entertainment,0,0.0,1,taxi,1814.57
Jaipur,86.2,car,21.3,102.0,veg,mid_range,2,2,sightseeing,1,2137.95,1,public_transport,3658.57
Kochi,82.1,car,18.3,102.0,non_veg,fine_dining,2,4,sightseeing,0,0.0,4,public_transport,7640.38
Bengaluru,170.2,ev,0.14,8.5,fast_food,budget,3,2,shopping,1,2651.07,1,personal_vehicle,3697.18
Goa,45.6,bike,44.4,102.0,local_cuisine,mid_range,3,3,shopping,0,0.0,2,public_transport,3054.18
Kochi,50.9,scooter,47.1,102.0,fast_food,budget,3,2,beach,1,1160.29,1,personal_vehicle,2160.04
Mumbai,76.5,bike,43.3,102.0,cafe,mid_range,3,5,adventure,0,0.0,3,taxi,5868.42
Goa,154.8,car,15.8,102.0,cafe,budget,3,2,shopping,0,0.0,2,rental_vehicle,2850.61
Hyderabad,146.4,scooter,53.0,102.0,veg,budget,3,2,adventure,0,0.0,2,public_transport,2060.49
Kochi,117.5,bike,37.5,102.0,non_veg,mid_range,3,1,sightseeing,0,0.0,2,taxi,3069.62
Jaipur,62.7,ev,0.12,8.5,cafe,mid_range,3,2,adventure,1,2685.18,2,personal_vehicle,5054.59
Chennai,190.6,car,18.8,102.0,non_veg,budget,2,3,adventure,0,0.0,2,rental_vehicle,2575.39
Kochi,151.5,ev,0.14,8.5,local_cuisine,fine_dining,3,3,museum,1,3151.08,3,taxi,11332.31
Mumbai,142.6,scooter,50.6,102.0,fast_food,budget,2,3,cafe_hopping,1,2453.1,1,personal_vehicle,3504.16
Chennai,184.7,bike,43.5,102.0,local_cuisine,mid_range,4,2,museum,1,1750.58,3,public_transport,7127.65
Delhi,184.0,bike,36.8,102.0,fast_food,mid_range,3,5,cafe_hopping,1,998.68,1,personal_vehicle,3056.19
Delhi,141.1,car,14.5,102.0,fast_food,fine_dining,3,2,adventure,0,0.0,1,public_transport,3376.97
Delhi,62.8,scooter,52.7,102.0,local_cuisine,fine_dining,3,3,adventure,0,0.0,3,personal_vehicle,7964.32
Goa,178.8,ev,0.1,8.5,cafe,budget,3,4,beach,1,2265.4,1,rental_vehicle,3737.17
Hyderabad,154.8,ev,0.13,8.5,local_cuisine,mid_range,2,1,adventure,1,2232.81,2,rental_vehicle,4439.93
Bengaluru,44.4,car,21.4,102.0,veg,mid_range,3,3,beach,0,0.0,1,public_transport,1737.84
Kochi,14.0,car,18.6,102.0,cafe,mid_range,4,1,cafe_hopping,0,0.0,2,rental_vehicle,3418.46
Hyderabad,28.0,scooter,44.8,102.0,veg,mid_range,3,4,shopping,1,3357.09,3,public_transport,8382.77
Bengaluru,171.9,car,12.7,102.0,fast_food,fine_dining,3,2,entertainment,1,4385.09,2,rental_vehicle,10633.98
Delhi,108.3,ev,0.15,8.5,local_cuisine,budget,3,2,museum,1,837.17,1,taxi,2160.27
Mumbai,90.6,bike,35.5,102.0,cafe,budget,3,1,sightseeing,1,1283.35,1,personal_vehicle,2104.89
Hyderabad,52.1,bike,49.3,102.0,veg,fine_dining,3,1,beach,1,1861.04,2,personal_vehicle,6774.96
Hyderabad,49.3,bike,46.9,102.0,fast_food,mid_range,3,5,cafe_hopping,1,4428.82,1,public_transport,6487.88
Delhi,50.2,scooter,54.4,102.0,cafe,fine_dining,3,4,entertainment,0,0.0,1,personal_vehicle,2926.69
Goa,72.0,scooter,41.1,102.0,fast_food,mid_range,3,2,entertainment,1,4391.05,2,personal_vehicle,7255.4
Delhi,108.6,bike,31.7,102.0,veg,mid_range,2,4,entertainment,0,0.0,2,taxi,3058.22
Chennai,145.5,car,17.5,102.0,cafe,budget,3,1,adventure,1,2292.45,2,taxi,4709.59
Delhi,165.6,bike,41.2,102.0,cafe,budget,3,4,sightseeing,0,0.0,3,personal_vehicle,3526.94
Goa,118.1,bike,43.2,102.0,non_veg,mid_range,2,2,adventure,0,0.0,1,personal_vehicle,1278.65
Jaipur,46.3,car,15.6,102.0,fast_food,budget,3,3,cafe_hopping,0,0.0,1,personal_vehicle,1256.61
Jaipur,123.3,ev,0.12,8.5,veg,mid_range,2,3,beach,0,0.0,4,public_transport,4772.95
Hyderabad,175.2,scooter,49.1,102.0,cafe,budget,2,1,sightseeing,0,0.0,2,public_transport,1498.34
Kochi,102.2,scooter,51.5,102.0,local_cuisine,budget,2,4,shopping,1,2421.01,3,public_transport,4932.82
Chennai,186.7,bike,42.8,102.0,veg,fine_dining,3,1,shopping,0,0.0,2,public_transport,5495.53
Goa,60.9,car,14.6,102.0,local_cuisine,fine_dining,3,2,shopping,0,0.0,3,taxi,8414.75
Chennai,43.9,ev,0.16,8.5,fast_food,budget,3,2,museum,0,0.0,2,personal_vehicle,1659.76
Jaipur,179.8,ev,0.11,8.5,local_cuisine,mid_range,2,1,adventure,1,954.08,3,public_transport,3966.83
Jaipur,125.4,bike,35.1,102.0,non_veg,budget,3,1,sightseeing,1,865.29,2,personal_vehicle,2683.6
Delhi,161.8,scooter,43.3,102.0,non_veg,mid_range,3,2,entertainment,0,0.0,2,rental_vehicle,2962.36
Bengaluru,67.9,ev,0.17,8.5,local_cuisine,budget,3,1,sightseeing,1,2816.81,2,taxi,4650.48
Goa,144.7,ev,0.11,8.5,veg,budget,3,5,sightseeing,1,4088.76,2,personal_vehicle,6013.88
Chennai,119.3,scooter,45.1,102.0,cafe,mid_range,3,4,beach,0,0.0,4,taxi,6951.69
Jaipur,189.3,scooter,53.3,102.0,non_veg,budget,3,1,beach,1,3957.82,2,rental_vehicle,5688.84
Jaipur,92.4,car,21.9,102.0,veg,mid_range,2,1,cafe_hopping,0,0.0,1,personal_vehicle,1317.8
Bengaluru,199.8,ev,0.11,8.5,veg,budget,2,2,sightseeing,0,0.0,2,taxi,1835.2
Delhi,126.0,ev,0.13,8.5,cafe,fine_dining,3,4,entertainment,0,0.0,2,personal_vehicle,5726.76
Hyderabad,77.5,car,17.5,102.0,local_cuisine,budget,3,1,shopping,1,3947.15,2,personal_vehicle,5395.36
Bengaluru,67.7,bike,32.1,102.0,cafe,mid_range,3,5,entertainment,0,0.0,1,rental_vehicle,2105.05
Mumbai,111.7,ev,0.18,8.5,veg,mid_range,3,3,shopping,1,992.67,1,taxi,2944.46
Goa,100.7,bike,31.1,102.0,local_cuisine,fine_dining,3,1,adventure,0,0.0,2,public_transport,5202.37
Bengaluru,164.1,scooter,47.8,102.0,local_cuisine,fine_dining,3,2,museum,0,0.0,1,rental_vehicle,3140.06
Kochi,79.0,car,15.7,102.0,fast_food,mid_range,3,4,museum,0,0.0,2,rental_vehicle,3788.66
Delhi,106.4,scooter,41.1,102.0,non_veg,mid_range,3,3,museum,1,1196.81,2,taxi,4456.49
Kochi,198.5,car,18.3,102.0,non_veg,budget,3,2,shopping,0,0.0,1,personal_vehicle,1857.45
Chennai,192.0,car,16.3,102.0,cafe,budget,3,3,sightseeing,0,0.0,1,rental_vehicle,2258.33
Goa,143.8,bike,45.3,102.0,veg,budget,3,2,cafe_hopping,1,1565.43,1,taxi,3340.46
Chennai,181.1,scooter,52.5,102.0,non_veg,mid_range,2,2,shopping,0,0.0,1,public_transport,1398.96
Jaipur,47.9,ev,0.16,8.5,fast_food,budget,2,1,beach,1,3950.51,1,personal_vehicle,4623.89
Kochi,42.8,ev,0.17,8.5,local_cuisine,mid_range,3,4,entertainment,0,0.0,2,taxi,3626.8
Mumbai,17.5,bike,37.6,102.0,veg,mid_range,3,2,museum,0,0.0,1,taxi,1744.92
Bengaluru,118.2,scooter,47.5,102.0,cafe,mid_range,3,5,beach,0,0.0,1,taxi,2374.87
Kochi,37.9,scooter,53.2,102.0,non_veg,budget,4,4,entertainment,0,0.0,3,rental_vehicle,4165.47
Hyderabad,81.3,bike,40.6,102.0,veg,fine_dining,4,2,cafe_hopping,0,0.0,2,rental_vehicle,6855.63
Chennai,171.6,car,16.7,102.0,local_cuisine,budget,3,1,adventure,0,0.0,1,rental_vehicle,2008.39
Chennai,137.7,scooter,48.0,102.0,veg,mid_range,3,5,cafe_hopping,0,0.0,3,rental_vehicle,5659.29
Goa,172.4,bike,34.8,102.0,fast_food,budget,4,2,cafe_hopping,1,4172.83,1,public_transport,5863.15
Mumbai,167.9,car,18.9,102.0,cafe,budget,3,4,adventure,0,0.0,1,rental_vehicle,2082.68
Chennai,63.1,scooter,50.6,102.0,fast_food,fine_dining,3,4,entertainment,0,0.0,2,rental_vehicle,5537.59
Mumbai,160.6,ev,0.14,8.5,fast_food,mid_range,3,4,entertainment,1,1851.87,2,personal_vehicle,5400.02
Jaipur,94.7,ev,0.19,8.5,local_cuisine,budget,3,1,beach,0,0.0,2,personal_vehicle,1632.51
Chennai,161.1,bike,39.7,102.0,cafe,mid_range,4,1,adventure,0,0.0,3,rental_vehicle,5011.18
Kochi,115.6,scooter,53.7,102.0,non_veg,budget,3,5,cafe_hopping,1,926.9,1,public_transport,2380.39
Goa,92.2,ev,0.2,8.5,cafe,mid_range,2,1,sightseeing,0,0.0,1,taxi,1462.35
Goa,87.3,bike,39.7,102.0,local_cuisine,budget,3,3,entertainment,0,0.0,1,public_transport,1177.68
Delhi,68.8,bike,46.7,102.0,non_veg,mid_range,3,4,museum,1,4485.81,1,public_transport,6351.84
Hyderabad,102.3,bike,34.9,102.0,cafe,mid_range,3,3,shopping,1,1386.27,2,taxi,5055.19
Hyderabad,156.8,ev,0.15,8.5,fast_food,mid_range,3,1,sightseeing,0,0.0,4,public_transport,5353.22
Bengaluru,97.6,scooter,47.9,102.0,non_veg,fine_dining,2,1,museum,1,3227.95,1,public_transport,5177.83
Mumbai,129.0,ev,0.12,8.5,cafe,budget,3,3,sightseeing,0,0.0,1,rental_vehicle,1285.84
Goa,121.0,car,17.2,102.0,local_cuisine,budget,3,2,shopping,1,3387.46,2,public_transport,5545.36
Kochi,59.9,ev,0.19,8.5,fast_food,fine_dining,3,3,shopping,0,0.0,1,taxi,3096.05
Kochi,156.4,ev,0.14,8.5,cafe,budget,3,5,entertainment,1,1643.97,4,public_transport,6434.02
Kochi,125.0,car,13.1,102.0,non_veg,mid_range,2,3,cafe_hopping,0,0.0,1,public_transport,2130.31
Goa,60.4,car,15.7,102.0,non_veg,fine_dining,2,1,sightseeing,0,0.0,1,public_transport,1948.74
Bengaluru,189.3,scooter,42.6,102.0,cafe,mid_range,2,4,entertainment,0,0.0,2,taxi,3112.57
Hyderabad,183.3,bike,49.5,102.0,cafe,budget,3,4,museum,1,1207.07,4,rental_vehicle,5773.48
Hyderabad,18.8,bike,47.8,102.0,local_cuisine,mid_range,3,2,sightseeing,0,0.0,3,taxi,4359.18
Goa,32.8,scooter,50.4,102.0,cafe,budget,3,2,sightseeing,1,3957.56,4,rental_vehicle,7490.3
Mumbai,114.9,ev,0.2,8.5,non_veg,mid_range,3,3,entertainment,0,0.0,2,personal_vehicle,3163.54
Kochi,163.1,scooter,41.2,102.0,fast_food,budget,3,2,museum,0,0.0,1,taxi,1590.22
Bengaluru,135.4,bike,31.9,102.0,veg,fine_dining,3,1,shopping,0,0.0,3,personal_vehicle,7329.04
Hyderabad,166.7,bike,40.9,102.0,veg,fine_dining,3,5,adventure,0,0.0,1,taxi,3745.07
Mumbai,102.6,bike,49.3,102.0,veg,budget,3,4,museum,1,950.17,4,public_transport,5404.94
Mumbai,66.5,ev,0.14,8.5,cafe,fine_dining,3,3,cafe_hopping,0,0.0,2,taxi,5623.15
Chennai,70.9,bike,34.9,102.0,veg,mid_range,3,3,entertainment,1,3247.89,1,taxi,5207.83
Kochi,119.5,ev,0.19,8.5,cafe,budget,2,5,shopping,1,4211.35,1,personal_vehicle,5602.43
Delhi,167.6,car,16.9,102.0,cafe,budget,2,5,entertainment,1,2859.72,2,public_transport,5963.5
Delhi,40.8,bike,33.4,102.0,local_cuisine,mid_range,2,2,adventure,1,1666.54,1,taxi,3320.46
Chennai,149.0,bike,39.9,102.0,cafe,mid_range,2,3,shopping,0,0.0,1,rental_vehicle,1740.37
Bengaluru,66.7,bike,31.6,102.0,fast_food,budget,3,1,entertainment,0,0.0,1,rental_vehicle,1147.61
Bengaluru,71.8,bike,47.9,102.0,fast_food,budget,3,5,adventure,0,0.0,2,personal_vehicle,2619.09
Mumbai,164.4,bike,47.9,102.0,fast_food,budget,2,4,cafe_hopping,0,0.0,2,public_transport,2248.09
Bengaluru,73.2,bike,41.9,102.0,non_veg,mid_range,3,1,museum,0,0.0,2,public_transport,2502.41
Delhi,66.8,bike,31.7,102.0,non_veg,mid_range,3,4,shopping,1,1349.39,2,public_transport,4667.45
Hyderabad,178.7,car,14.9,102.0,fast_food,budget,3,3,beach,1,2725.69,3,personal_vehicle,6559.05
Chennai,16.7,bike,42.8,102.0,local_cuisine,mid_range,3,1,adventure,1,3916.77,2,taxi,6496.96
Jaipur,179.6,scooter,44.0,102.0,fast_food,fine_dining,4,4,entertainment,0,0.0,1,public_transport,3926.16
Kochi,101.1,scooter,49.2,102.0,fast_food,budget,3,5,adventure,1,3207.92,2,personal_vehicle,5540.58
Hyderabad,175.5,bike,41.7,102.0,veg,mid_range,3,2,sightseeing,1,2452.94,1,rental_vehicle,4210.2
Chennai,93.5,car,19.2,102.0,cafe,mid_range,3,5,entertainment,1,4253.32,3,personal_vehicle,10092.16
Bengaluru,50.4,bike,31.5,102.0,cafe,fine_dining,4,4,beach,1,1262.83,1,rental_vehicle,4677.14
Bengaluru,189.8,ev,0.13,8.5,non_veg,mid_range,2,5,museum,0,0.0,1,public_transport,1491.94
Bengaluru,55.5,scooter,51.8,102.0,local_cuisine,budget,3,3,shopping,0,0.0,2,personal_vehicle,1967.23
Bengaluru,114.0,bike,38.6,102.0,cafe,budget,3,3,sightseeing,1,3394.79,2,taxi,6006.82
Chennai,46.5,scooter,51.6,102.0,local_cuisine,fine_dining,2,1,beach,0,0.0,4,taxi,7077.61
Mumbai,30.0,scooter,46.1,102.0,local_cuisine,fine_dining,3,5,museum,1,2807.53,1,taxi,6220.4
Mumbai,129.9,car,19.2,102.0,cafe,fine_dining,4,1,adventure,1,1148.02,4,taxi,14773.54
Kochi,144.3,ev,0.1,8.5,local_cuisine,mid_range,3,3,beach,1,2173.09,2,personal_vehicle,5205.3
Chennai,82.8,ev,0.17,8.5,fast_food,mid_range,3,1,cafe_hopping,0,0.0,3,personal_vehicle,3555.86
Bengaluru,178.5,scooter,43.1,102.0,fast_food,budget,3,3,shopping,1,1956.41,4,personal_vehicle,5819.94
Goa,177.4,bike,34.2,102.0,fast_food,budget,3,3,beach,1,987.21,4,public_transport,5353.45
Chennai,46.0,ev,0.16,8.5,veg,mid_range,3,2,beach,0,0.0,1,personal_vehicle,1408.3
Chennai,110.2,scooter,54.8,102.0,fast_food,budget,3,5,museum,0,0.0,1,personal_vehicle,1498.36
Jaipur,73.2,scooter,45.3,102.0,cafe,budget,3,4,sightseeing,0,0.0,2,taxi,2762.0
Chennai,153.1,ev,0.11,8.5,cafe,budget,3,5,museum,0,0.0,1,personal_vehicle,1358.74
Mumbai,132.1,scooter,52.5,102.0,cafe,budget,3,5,cafe_hopping,1,2752.9,2,rental_vehicle,5568.24
Jaipur,24.0,car,21.3,102.0,fast_food,mid_range,3,3,museum,0,0.0,1,public_transport,1663.13
Chennai,128.0,ev,0.18,8.5,non_veg,mid_range,2,3,beach,0,0.0,1,public_transport,1469.8
Delhi,60.3,bike,49.9,102.0,cafe,budget,3,4,cafe_hopping,0,0.0,2,taxi,2503.61
Kochi,112.1,car,12.9,102.0,cafe,budget,3,2,cafe_hopping,1,1626.04,4,personal_vehicle,5607.81
Delhi,186.9,ev,0.11,8.5,cafe,fine_dining,2,3,sightseeing,1,2806.83,2,taxi,7146.22
Mumbai,10.2,scooter,45.1,102.0,cafe,fine_dining,3,4,adventure,0,0.0,2,taxi,5575.95
Goa,81.7,scooter,42.6,102.0,local_cuisine,budget,4,4,sightseeing,0,0.0,3,public_transport,3977.84
Delhi,108.7,scooter,51.2,102.0,veg,fine_dining,3,4,cafe_hopping,0,0.0,2,public_transport,5871.56
Chennai,110.3,scooter,45.7,102.0,veg,mid_range,3,5,adventure,0,0.0,1,rental_vehicle,2265.85
Mumbai,14.9,car,18.3,102.0,fast_food,mid_range,4,4,sightseeing,1,1861.22,1,public_transport,3976.05
Jaipur,139.0,car,17.5,102.0,local_cuisine,fine_dining,3,3,beach,0,0.0,1,rental_vehicle,3588.3
Hyderabad,139.4,car,14.6,102.0,cafe,fine_dining,3,4,museum,0,0.0,2,rental_vehicle,6905.35
Bengaluru,52.4,bike,42.3,102.0,non_veg,mid_range,3,5,entertainment,0,0.0,4,personal_vehicle,6822.59
Mumbai,117.7,ev,0.2,8.5,non_veg,mid_range,3,5,entertainment,1,4293.15,1,personal_vehicle,5836.68
Delhi,88.6,ev,0.1,8.5,cafe,budget,3,5,adventure,1,2217.36,3,rental_vehicle,5590.61
Mumbai,93.5,car,13.3,102.0,cafe,mid_range,3,2,cafe_hopping,1,1237.94,2,public_transport,4510.09
Mumbai,35.7,scooter,46.2,102.0,cafe,mid_range,3,2,cafe_hopping,0,0.0,1,taxi,1846.95
Chennai,70.1,ev,0.12,8.5,non_veg,budget,3,2,entertainment,1,2016.46,2,public_transport,4056.02
Delhi,52.6,bike,30.9,102.0,non_veg,mid_range,3,4,entertainment,0,0.0,3,taxi,5314.65
Hyderabad,84.9,car,16.8,102.0,veg,mid_range,3,4,museum,0,0.0,3,personal_vehicle,5175.47
Jaipur,178.1,scooter,44.9,102.0,fast_food,budget,3,4,sightseeing,1,1282.3,2,public_transport,3862.19
Delhi,103.5,car,18.7,102.0,fast_food,mid_range,2,1,sightseeing,0,0.0,2,public_transport,2570.69
Kochi,133.1,ev,0.2,8.5,local_cuisine,budget,3,3,sightseeing,0,0.0,2,taxi,2405.9
Chennai,28.0,ev,0.18,8.5,cafe,fine_dining,2,1,cafe_hopping,0,0.0,1,personal_vehicle,1686.37
Hyderabad,117.0,scooter,53.5,102.0,veg,budget,4,5,adventure,1,3722.12,2,rental_vehicle,6195.77
Delhi,42.6,scooter,49.0,102.0,fast_food,mid_range,4,4,cafe_hopping,0,0.0,1,public_transport,1903.07
Hyderabad,99.0,bike,32.6,102.0,cafe,mid_range,3,3,shopping,0,0.0,1,personal_vehicle,1819.66
Kochi,13.6,scooter,47.7,102.0,cafe,budget,3,1,shopping,0,0.0,3,personal_vehicle,2144.67
Goa,68.8,ev,0.18,8.5,cafe,mid_range,3,5,cafe_hopping,1,1645.18,1,rental_vehicle,3510.94
Bengaluru,32.2,scooter,49.4,102.0,fast_food,mid_range,4,4,sightseeing,1,3342.95,1,rental_vehicle,5473.42
Delhi,153.7,bike,31.8,102.0,fast_food,budget,3,1,museum,0,0.0,2,taxi,2155.28
Hyderabad,67.1,scooter,49.3,102.0,non_veg,mid_range,3,3,beach,0,0.0,1,public_transport,1717.23
Jaipur,157.5,car,20.1,102.0,local_cuisine,mid_range,3,5,sightseeing,1,1166.18,1,public_transport,3654.4
Kochi,75.8,ev,0.11,8.5,veg,budget,2,3,beach,1,3781.43,1,personal_vehicle,4635.51
Goa,183.2,car,20.0,102.0,veg,budget,2,5,sightseeing,0,0.0,3,taxi,4305.7
Delhi,92.4,car,13.7,102.0,cafe,budget,2,1,sightseeing,0,0.0,1,public_transport,1369.01
Jaipur,72.9,bike,35.0,102.0,non_veg,mid_range,3,2,museum,1,2137.42,2,rental_vehicle,5080.11
Delhi,179.7,ev,0.17,8.5,veg,mid_range,3,4,adventure,1,2440.29,2,rental_vehicle,5933.55
Mumbai,25.8,bike,45.0,102.0,veg,budget,3,4,adventure,0,0.0,4,taxi,4429.69
Hyderabad,192.8,bike,39.9,102.0,non_veg,mid_range,3,2,adventure,1,3254.44,1,public_transport,4949.85
Mumbai,42.6,bike,45.9,102.0,cafe,mid_range,4,4,sightseeing,0,0.0,1,public_transport,2125.05
Bengaluru,169.4,ev,0.12,8.5,veg,mid_range,3,5,beach,1,1035.08,1,personal_vehicle,2821.31
Goa,32.9,scooter,46.0,102.0,non_veg,budget,4,2,adventure,0,0.0,4,public_transport,4170.92
Hyderabad,57.9,car,18.7,102.0,local_cuisine,budget,4,3,beach,0,0.0,3,rental_vehicle,3948.51
Jaipur,101.2,bike,38.4,102.0,veg,fine_dining,2,3,adventure,0,0.0,1,taxi,2481.62
Delhi,162.5,ev,0.12,8.5,local_cuisine,fine_dining,4,1,entertainment,0,0.0,1,public_transport,3165.68
Hyderabad,48.9,bike,40.4,102.0,non_veg,budget,2,2,museum,0,0.0,1,rental_vehicle,994.76
Goa,154.0,bike,35.8,102.0,fast_food,mid_range,2,1,shopping,0,0.0,1,rental_vehicle,1513.82
Hyderabad,98.8,car,13.6,102.0,local_cuisine,fine_dining,4,5,beach,1,2157.89,1,public_transport,6382.89
Bengaluru,195.9,bike,44.7,102.0,non_veg,mid_range,2,5,entertainment,0,0.0,1,personal_vehicle,1771.91
Kochi,90.4,ev,0.12,8.5,cafe,mid_range,3,5,entertainment,1,1176.49,1,public_transport,2968.67
Chennai,72.3,ev,0.1,8.5,cafe,mid_range,3,3,museum,1,950.21,1,public_transport,2618.7
Goa,44.3,car,18.1,102.0,cafe,budget,2,2,beach,0,0.0,3,public_transport,2226.43
Bengaluru,134.9,ev,0.15,8.5,veg,mid_range,3,3,cafe_hopping,0,0.0,3,taxi,4845.21
Hyderabad,36.8,bike,30.5,102.0,cafe,budget,2,3,cafe_hopping,1,3748.34,1,personal_vehicle,4999.83
Bengaluru,137.7,ev,0.15,8.5,non_veg,mid_range,3,5,museum,1,3913.33,2,taxi,7504.05
Jaipur,159.8,bike,40.3,102.0,cafe,budget,3,3,entertainment,1,3736.44,2,public_transport,6200.9
Bengaluru,131.6,scooter,49.1,102.0,non_veg,fine_dining,3,1,entertainment,0,0.0,1,taxi,3040.97
Goa,113.3,bike,31.3,102.0,fast_food,mid_range,3,5,beach,1,1210.68,1,personal_vehicle,3191.54
Kochi,34.1,scooter,51.8,102.0,local_cuisine,fine_dining,3,2,museum,1,3839.84,2,public_transport,9086.21
Bengaluru,132.9,scooter,54.4,102.0,local_cuisine,fine_dining,3,4,adventure,0,0.0,3,personal_vehicle,8467.34
